sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,district,timestamp_ist,temperature_celsius,rain_unit_clean,rainfall_mm
SEN010,2026-04-24 06:17:47 IST,90.5,f,15.9,millimeters,,Karnal,2026-04-24 06:17:47,32.5,mm,15.9
SEN012,2026-07-08 07:20:19 IST,17.2°C,,13.4,millimeters,66.0,Ludhiana,2026-07-08 07:20:19,17.2,mm,13.4
SEN033,2026-08-16 21:33:20 IST,86.5,Fahrenheit,1.91,inches,86.0,Muzaffarnagar,2026-08-16 21:33:20,30.28,in,48.513999999999996
SEN018,2026-08-06 23:08:40 IST,99.1,F,-36.7,mm,,Sirsa,2026-08-06 23:08:40,37.28,mm,
SEN025,2026-04-09 22:52:47 UTC,71.1,Fahrenheit,42.8,MM,63.0,Ferozepur,2026-04-10 04:22:47,21.72,mm,42.8
SEN019,2026-03-17T11:37:36,38.9,c,1.13,in,59.0,Agra,2026-03-17 11:37:36,38.9,in,28.701999999999995
SEN009,2026-07-02 10:16:14,39.2,C,,,68.0,Jalandhar,2026-07-02 10:16:14,39.2,,
SEN042,2026-06-25 11:26:13 IST,30.2,°C,-9.0,mm,40.0,Fatehabad,2026-06-25 11:26:13,30.2,mm,
SEN016,,28.8°C,,33.6,MM,68.0,Patiala,,28.8,mm,33.6
UNKNOWN,2026-03-06 07:07:35 UTC,92.8,F,,,45.0,Unknown,2026-03-06 12:37:35,33.78,,
SEN007,12/08/2026 01:05,16.9°C,,24.3,MM,89.0,Ferozepur,2026-08-12 01:05:00,16.9,mm,24.3
SEN025,,90.9,Fahrenheit,23.4,millimeters,91.0,Ferozepur,,32.72,mm,23.4
SEN020,2026-03-10 22:43:10 IST,25.6°C,,16.1,MM,94.0,Ambala,2026-03-10 22:43:10,25.6,mm,16.1
SEN049,,37.9,Celsius,1.51,inch,33.0,Meerut,,37.9,in,38.354
SEN017,01-20-2026 05:46 PM,22.1,Celsius,27.2,millimeters,40.0,Saharanpur,2026-01-20 17:46:00,22.1,mm,27.2
SEN003,2026-01-06 14:27:20 UTC,93.4,F,1.75,in,92.0,Amritsar,2026-01-06 19:57:20,34.11,in,44.449999999999996
SEN026,2026-02-26 20:25:00 IST,69.4,F,29.1,mm,43.0,Hisar,2026-02-26 20:25:00,20.78,mm,29.1
SEN013,2026-04-15 23:59:43 IST,32.9,c,34.2,mm,67.0,Meerut,2026-04-15 23:59:43,32.9,mm,34.2
SEN040,2026-08-05 00:16:24 UTC,88.2,°F,-4.1,mm,54.0,Bareilly,2026-08-05 05:46:24,31.22,mm,
SEN016,2026-05-31 18:57:07 IST,91.9,f,8.8,mm,95.0,Patiala,2026-05-31 18:57:07,33.28,mm,8.8
SEN009,,87.8,f,,,71.0,Jalandhar,,31.0,,
SEN027,2026-01-28 05:17:48 IST,29.9,C,15.3,mm,90.0,Jalandhar,2026-01-28 05:17:48,29.9,mm,15.3
SEN016,2026-02-20 15:12:04,75.2,F,0.8,millimeters,62.0,Patiala,2026-02-20 15:12:04,24.0,mm,0.8
SEN001,2026-06-16 02:41:25,83.3,f,44.4,mm,93.0,Agra,2026-06-16 02:41:25,28.5,mm,44.4
SEN017,2026-08-26 08:46:23 IST,74.1,Fahrenheit,39.9,MM,53.0,Saharanpur,2026-08-26 08:46:23,23.39,mm,39.9
SEN017,,69.8,°F,43.2,MM,62.0,Saharanpur,,21.0,mm,43.2
SEN017,2026-01-29 01:46:11 IST,90.9,Fahrenheit,2.7,millimeters,72.0,Saharanpur,2026-01-29 01:46:11,32.72,mm,2.7
UNKNOWN,2026-02-09 13:33:36 IST,18.6°C,,16.4,mm,,Unknown,2026-02-09 13:33:36,18.6,mm,16.4
SEN014,2026-05-03 15:02:17 UTC,36.8°C,,18.3,mm,74.0,Moga,2026-05-03 20:32:17,36.8,mm,18.3
SEN002,2026-07-22 23:37:32 IST,73.4,Fahrenheit,0.88,inch,88.0,Ambala,2026-07-22 23:37:32,23.0,in,22.352
SEN046,2026-04-15 14:14:58 IST,28.5,C,30.1,mm,68.0,Karnal,2026-04-15 14:14:58,28.5,mm,30.1
SEN003,2026-08-28 06:23:11 IST,27.9,c,-6.4,mm,40.0,Amritsar,2026-08-28 06:23:11,27.9,mm,
SEN016,01-25-2026 01:54 PM,16.8,Celsius,12.2,MM,54.0,Patiala,2026-01-25 13:54:00,16.8,mm,12.2
SEN011,2026-08-09 20:26:45 UTC,24.3,°C,,,67.0,Kurukshetra,2026-08-10 01:56:45,24.3,,
UNKNOWN,2026-05-24 22:31:24 IST,18.9,Celsius,-31.4,mm,75.0,Unknown,2026-05-24 22:31:24,18.9,mm,
SEN012,2026-02-27 18:54:24 UTC,99.5,Fahrenheit,11.6,MM,38.0,Ludhiana,2026-02-28 00:24:24,37.5,mm,11.6
SEN024,2026-08-31 08:07:30 UTC,97,f,1.45,in,94.0,Fatehabad,2026-08-31 13:37:30,36.11,in,36.83
SEN001,2026-05-24 00:23:13 UTC,31,°C,1.89,inches,64.0,Agra,2026-05-24 05:53:13,31.0,in,48.00599999999999
SEN004,2026-07-26 16:32:42 IST,75.7,f,37.7,millimeters,59.0,Bareilly,2026-07-26 16:32:42,24.28,mm,37.7
SEN007,,34.3,c,,,,Ferozepur,,34.3,,
SEN025,2026-02-12 18:31:15 UTC,28.8,Celsius,31.8,MM,47.0,Ferozepur,2026-02-13 00:01:15,28.8,mm,31.8
SEN035,27/01/2026 09:50,63.5,Fahrenheit,8.4,mm,48.0,Saharanpur,2026-01-27 09:50:00,17.5,mm,8.4
SEN006,2026-07-20 05:21:57 IST,96.4,f,0.1,in,74.0,Fatehabad,2026-07-20 05:21:57,35.78,in,2.54
SEN040,,21.1°C,,47.2,mm,37.0,Bareilly,,21.1,mm,47.2
SEN024,2026-03-01 23:10:36 IST,36.3,Celsius,25.3,millimeters,81.0,Fatehabad,2026-03-01 23:10:36,36.3,mm,25.3
SEN023,2026-05-22 19:29:58 UTC,61.2,f,-6.3,mm,61.0,Bathinda,2026-05-23 00:59:58,16.22,mm,
SEN041,2026-01-10 22:47:05 UTC,74.5,°F,41.3,mm,65.0,Bathinda,2026-01-11 04:17:05,23.61,mm,41.3
SEN019,2026-05-28 16:32:18 UTC,22.4,Celsius,0.2,MM,83.0,Agra,2026-05-28 22:02:18,22.4,mm,0.2
SEN016,24/04/2026 07:56,39.1,Celsius,28.9,mm,,Patiala,2026-04-24 07:56:00,39.1,mm,28.9
SEN046,2026-06-24 15:05:47 IST,40,c,31.3,millimeters,61.0,Karnal,2026-06-24 15:05:47,40.0,mm,31.3
SEN021,2026-08-01 18:57:55 UTC,27.3,C,28.7,MM,47.0,Amritsar,2026-08-02 00:27:55,27.3,mm,28.7
SEN046,2026-02-20 08:26:10 UTC,25.3,Celsius,0.2,inches,93.0,Karnal,2026-02-20 13:56:10,25.3,in,5.08
SEN024,2026-06-25 21:18:32 UTC,18.8,°C,,,33.0,Fatehabad,2026-06-26 02:48:32,18.8,,
SEN044,,33.2°C,,44.8,millimeters,66.0,Hisar,,33.2,mm,44.8
SEN028,2026-03-11 01:11:01,98.1,°F,1.27,inches,41.0,Karnal,2026-03-11 01:11:01,36.72,in,32.257999999999996
SEN003,2026-07-11 14:26:22 UTC,38.1,°C,43.7,mm,58.0,Amritsar,2026-07-11 19:56:22,38.1,mm,43.7
SEN013,2026-02-23 21:09:52 UTC,81.3,°F,20.1,MM,39.0,Meerut,2026-02-24 02:39:52,27.39,mm,20.1
SEN042,,20.2,Celsius,7.6,MM,68.0,Fatehabad,,20.2,mm,7.6
SEN046,2026-06-11 12:23:55 UTC,35.7,C,0.16,in,91.0,Karnal,2026-06-11 17:53:55,35.7,in,4.064
SEN030,09/03/2026 17:04,102.6,°F,9.1,mm,54.0,Ludhiana,2026-03-09 17:04:00,39.22,mm,9.1
SEN019,2026-05-14 07:31:13 IST,69.6,F,33.9,MM,90.0,Agra,2026-05-14 07:31:13,20.89,mm,33.9
SEN044,2026-05-08 00:22:05 IST,34.9,C,20.6,mm,,Hisar,2026-05-08 00:22:05,34.9,mm,20.6
UNKNOWN,2026-08-26 09:21:59 UTC,32.9,C,-7.5,mm,56.0,Unknown,2026-08-26 14:51:59,32.9,mm,
SEN046,24-Jan-2026 02:18:48,59.9,°F,3.6,MM,51.0,Karnal,2026-01-24 02:18:48,15.5,mm,3.6
SEN007,2026-02-09 08:56:59 UTC,62.2,f,-45.7,mm,37.0,Ferozepur,2026-02-09 14:26:59,16.78,mm,
SEN033,2026-07-05 21:04:38 UTC,98.1,F,0.76,inch,,Muzaffarnagar,2026-07-06 02:34:38,36.72,in,19.304
SEN001,02-24-2026 01:53 AM,34.7,Celsius,38.9,millimeters,76.0,Agra,2026-02-24 01:53:00,34.7,mm,38.9
SEN004,2026-08-13 19:34:20 IST,32.6,Celsius,2.1,mm,49.0,Bareilly,2026-08-13 19:34:20,32.6,mm,2.1
SEN003,2026-05-11 03:19:35 UTC,15.3°C,,21.2,MM,44.0,Amritsar,2026-05-11 08:49:35,15.3,mm,21.2
SEN033,2026-04-23 06:58:15 IST,33.6,C,44.6,mm,54.0,Muzaffarnagar,2026-04-23 06:58:15,33.6,mm,44.6
SEN046,2026-08-15 05:12:00 IST,21.9,Celsius,0.73,in,53.0,Karnal,2026-08-15 05:12:00,21.9,in,18.541999999999998
SEN003,2026-03-18 12:04:01 IST,77.5,Fahrenheit,-31.3,mm,,Amritsar,2026-03-18 12:04:01,25.28,mm,
SEN017,2026-05-30 07:31:54 IST,33.0°C,,0.42,inches,86.0,Saharanpur,2026-05-30 07:31:54,33.0,in,10.668
SEN048,2026-04-04 19:12:32 IST,37.4,c,9.5,millimeters,40.0,Ludhiana,2026-04-04 19:12:32,37.4,mm,9.5
SEN007,2026-01-18T18:19:34,33.6,°C,1.7,mm,40.0,Ferozepur,2026-01-18 18:19:34,33.6,mm,1.7
SEN031,2026-08-30 15:48:10 IST,91.2,F,-14.7,mm,63.0,Meerut,2026-08-30 15:48:10,32.89,mm,
SEN023,2026-01-12 21:20:34 UTC,84.7,F,46.9,mm,55.0,Bathinda,2026-01-13 02:50:34,29.28,mm,46.9
UNKNOWN,2026-05-05 20:29:07 IST,30,°C,44.8,millimeters,42.0,Unknown,2026-05-05 20:29:07,30.0,mm,44.8
SEN015,2026-05-21 17:26:14 IST,38.1,Celsius,,,49.0,Muzaffarnagar,2026-05-21 17:26:14,38.1,,
SEN045,2026-03-31 06:26:10 UTC,32.4°C,,1.12,inches,,Jalandhar,2026-03-31 11:56:10,32.4,in,28.448
SEN032,2026-04-04 00:47:19 UTC,35.5,c,1.37,in,68.0,Moga,2026-04-04 06:17:19,35.5,in,34.798
SEN005,2026-08-09 20:50:31 IST,24.8°C,,,,58.0,Bathinda,2026-08-09 20:50:31,24.8,,
SEN017,2026-02-17 21:32:31 IST,87.4,F,0.1,inch,30.0,Saharanpur,2026-02-17 21:32:31,30.78,in,2.54
SEN040,2026-09-04 19:22:10 UTC,31.8°C,,8.2,mm,86.0,Bareilly,2026-09-05 00:52:10,31.8,mm,8.2
SEN023,2026-01-25 13:53:59 IST,82.6,Fahrenheit,0.54,inch,83.0,Bathinda,2026-01-25 13:53:59,28.11,in,13.716
SEN004,2026-07-09 07:34:20 UTC,16.7,c,,,78.0,Bareilly,2026-07-09 13:04:20,16.7,,
SEN014,2026-07-15 00:58:50 UTC,25.1,°C,18.1,millimeters,46.0,Moga,2026-07-15 06:28:50,25.1,mm,18.1
SEN013,2026-02-08 01:07:19 UTC,32.1°C,,0.09,in,60.0,Meerut,2026-02-08 06:37:19,32.1,in,2.2859999999999996
SEN047,2026-05-29 23:32:49 UTC,38.7,c,9.3,MM,47.0,Kurukshetra,2026-05-30 05:02:49,38.7,mm,9.3
SEN036,2026-03-22 11:49:37 UTC,18.1°C,,0.03,inch,63.0,Sirsa,2026-03-22 17:19:37,18.1,in,0.7619999999999999
SEN032,2026-01-10 08:01:27,74.8,°F,10.7,mm,80.0,Moga,2026-01-10 08:01:27,23.78,mm,10.7
SEN036,,23.0°C,,15.5,millimeters,36.0,Sirsa,,23.0,mm,15.5
SEN035,2026-05-10 12:43:10 UTC,26.4°C,,-13.4,mm,46.0,Saharanpur,2026-05-10 18:13:10,26.4,mm,
SEN017,06-Aug-2026 22:11:36,30.8,°C,42.2,millimeters,89.0,Saharanpur,2026-08-06 22:11:36,30.8,mm,42.2
SEN022,,39.7°C,,45.4,millimeters,69.0,Bareilly,,39.7,mm,45.4
SEN019,2026-09-07 01:39:50 UTC,28.1,c,38.6,mm,79.0,Agra,2026-09-07 07:09:50,28.1,mm,38.6
SEN007,2026-02-25 07:09:20 IST,63.9,Fahrenheit,0.57,inches,57.0,Ferozepur,2026-02-25 07:09:20,17.72,in,14.477999999999998
SEN031,2026-03-31 04:59:59 IST,23.6°C,,19.2,mm,68.0,Meerut,2026-03-31 04:59:59,23.6,mm,19.2
SEN033,2026-03-24 06:41:34 UTC,60.1,°F,45.4,millimeters,36.0,Muzaffarnagar,2026-03-24 12:11:34,15.61,mm,45.4
SEN016,2026-08-09 07:58:02 UTC,100,Fahrenheit,1.4,mm,,Patiala,2026-08-09 13:28:02,37.78,mm,1.4
SEN039,2026-08-29 14:06:11 UTC,20.4,°C,16.6,MM,,Amritsar,2026-08-29 19:36:11,20.4,mm,16.6
SEN007,2026-09-04 12:11:31 IST,94.6,°F,6.6,MM,40.0,Ferozepur,2026-09-04 12:11:31,34.78,mm,6.6
UNKNOWN,2026-03-17 03:30:25 UTC,72.9,F,16.6,millimeters,51.0,Unknown,2026-03-17 09:00:25,22.72,mm,16.6
SEN037,2026-06-04 20:06:29 IST,33.8°C,,8.1,mm,70.0,Agra,2026-06-04 20:06:29,33.8,mm,8.1
SEN025,2026-01-30 08:00:21,83.7,Fahrenheit,22.3,MM,,Ferozepur,2026-01-30 08:00:21,28.72,mm,22.3
SEN048,2026-08-21 11:46:05 IST,36.4,C,49.2,MM,47.0,Ludhiana,2026-08-21 11:46:05,36.4,mm,49.2
SEN048,2026-01-10 16:40:55 IST,26.4,C,18.7,millimeters,69.0,Ludhiana,2026-01-10 16:40:55,26.4,mm,18.7
SEN048,2026-03-19 22:23:06 UTC,33.6,°C,7.2,mm,35.0,Ludhiana,2026-03-20 03:53:06,33.6,mm,7.2
SEN034,2026-04-12 11:13:02 UTC,67.1,Fahrenheit,-13.6,mm,75.0,Patiala,2026-04-12 16:43:02,19.5,mm,
SEN008,2026-06-02 11:06:46 UTC,30.5,°C,21.3,MM,82.0,Hisar,2026-06-02 16:36:46,30.5,mm,21.3
SEN002,2026-03-15 05:56:46 IST,15.5,Celsius,-30.8,mm,81.0,Ambala,2026-03-15 05:56:46,15.5,mm,
SEN007,2026-06-02 00:27:39 UTC,40.0°C,,14.4,millimeters,64.0,Ferozepur,2026-06-02 05:57:39,40.0,mm,14.4
SEN049,2026-02-22 09:45:33 IST,101.3,F,10.7,MM,56.0,Meerut,2026-02-22 09:45:33,38.5,mm,10.7
SEN028,2026-07-10 10:49:33 UTC,27.0°C,,1.28,in,48.0,Karnal,2026-07-10 16:19:33,27.0,in,32.512
SEN023,2026-03-31 13:07:16 UTC,64.9,f,40.4,mm,36.0,Bathinda,2026-03-31 18:37:16,18.28,mm,40.4
SEN008,2026-01-18 08:08:31 UTC,18.3,°C,37.8,millimeters,,Hisar,2026-01-18 13:38:31,18.3,mm,37.8
SEN046,2026-02-14 02:14:11 IST,17.2,c,-7.9,mm,89.0,Karnal,2026-02-14 02:14:11,17.2,mm,
SEN023,2026-07-10 05:01:59 IST,25,Celsius,49.0,millimeters,84.0,Bathinda,2026-07-10 05:01:59,25.0,mm,49.0
SEN007,2026-06-19 00:21:21 UTC,72.5,Fahrenheit,5.4,MM,70.0,Ferozepur,2026-06-19 05:51:21,22.5,mm,5.4
SEN028,2026-05-01 04:45:01 IST,82.6,°F,45.4,millimeters,45.0,Karnal,2026-05-01 04:45:01,28.11,mm,45.4
SEN031,2026-01-19 16:38:37 UTC,18.3,°C,0.98,in,88.0,Meerut,2026-01-19 22:08:37,18.3,in,24.892
SEN041,2026-05-04 16:46:12 IST,31.6°C,,1.46,in,77.0,Bathinda,2026-05-04 16:46:12,31.6,in,37.083999999999996
SEN010,,35.5,Celsius,0.52,in,52.0,Karnal,,35.5,in,13.208
SEN006,2026-03-20 20:59:52 IST,30.2°C,,0.69,inches,79.0,Fatehabad,2026-03-20 20:59:52,30.2,in,17.525999999999996
SEN021,2026-06-06 18:44:42 UTC,95.9,f,32.0,MM,,Amritsar,2026-06-07 00:14:42,35.5,mm,32.0
SEN005,,86.4,F,1.83,inches,47.0,Bathinda,,30.22,in,46.482
SEN002,2026-05-07 06:36:08 IST,19.3,c,0.23,inch,88.0,Ambala,2026-05-07 06:36:08,19.3,in,5.842
SEN030,07-28-2026 04:58 PM,92.7,F,49.0,millimeters,55.0,Ludhiana,2026-07-28 16:58:00,33.72,mm,49.0
SEN032,,61.5,Fahrenheit,28.0,mm,58.0,Moga,,16.39,mm,28.0
SEN006,2026-03-22 02:12:46 IST,33.5,C,1.74,inches,71.0,Fatehabad,2026-03-22 02:12:46,33.5,in,44.196
SEN046,2026-05-29 12:54:02,15.4,°C,0.85,in,53.0,Karnal,2026-05-29 12:54:02,15.4,in,21.59
SEN017,2026-09-04 02:49:28 UTC,77.9,°F,45.9,MM,46.0,Saharanpur,2026-09-04 08:19:28,25.5,mm,45.9
SEN007,2026-01-08 13:00:45 IST,23.4,c,0.08,inch,72.0,Ferozepur,2026-01-08 13:00:45,23.4,in,2.032
SEN048,2026-08-13 10:09:38 IST,89.6,f,5.5,millimeters,43.0,Ludhiana,2026-08-13 10:09:38,32.0,mm,5.5
SEN017,,25.3,Celsius,1.23,in,44.0,Saharanpur,,25.3,in,31.241999999999997
SEN001,2026-09-02 07:51:28 IST,29.6,C,21.8,millimeters,46.0,Agra,2026-09-02 07:51:28,29.6,mm,21.8
SEN044,2026-08-14 06:10:47 UTC,21.3,C,1.9,MM,39.0,Hisar,2026-08-14 11:40:47,21.3,mm,1.9
UNKNOWN,03/04/2026 14:56,19.3,°C,1.0,MM,40.0,Unknown,2026-04-03 14:56:00,19.3,mm,1.0
SEN032,2026-02-07 18:09:34 UTC,90.1,°F,0.59,in,82.0,Moga,2026-02-07 23:39:34,32.28,in,14.985999999999999
SEN048,,27.9,Celsius,0.69,in,54.0,Ludhiana,,27.9,in,17.525999999999996
SEN027,2026-06-21 13:33:01 UTC,20.7,c,35.2,mm,,Jalandhar,2026-06-21 19:03:01,20.7,mm,35.2
SEN006,2026-03-12 15:10:18 IST,31.2°C,,0.88,inches,52.0,Fatehabad,2026-03-12 15:10:18,31.2,in,22.352
SEN007,,17.4,°C,8.0,MM,64.0,Ferozepur,,17.4,mm,8.0
SEN013,2026-06-02 03:52:56 IST,96.6,Fahrenheit,18.8,MM,70.0,Meerut,2026-06-02 03:52:56,35.89,mm,18.8
SEN003,2026-06-08 02:27:33 IST,23.7°C,,1.8,inches,66.0,Amritsar,2026-06-08 02:27:33,23.7,in,45.72
SEN019,2026-03-24 03:21:37 IST,23.8,C,13.3,MM,82.0,Agra,2026-03-24 03:21:37,23.8,mm,13.3
SEN016,01-11-2026 01:39 AM,29.5,c,20.4,mm,51.0,Patiala,2026-01-11 01:39:00,29.5,mm,20.4
SEN033,2026-07-09 13:13:24 UTC,67.8,F,,,83.0,Muzaffarnagar,2026-07-09 18:43:24,19.89,,
SEN002,2026-01-05 00:05:57 IST,91.2,°F,30.7,MM,38.0,Ambala,2026-01-05 00:05:57,32.89,mm,30.7
SEN043,2026-06-09 15:47:17 IST,68.9,Fahrenheit,21.5,mm,66.0,Ferozepur,2026-06-09 15:47:17,20.5,mm,21.5
SEN002,2026-05-19 01:36:24 UTC,81,Fahrenheit,37.8,millimeters,62.0,Ambala,2026-05-19 07:06:24,27.22,mm,37.8
SEN045,2026-07-21 10:55:07 UTC,22.8,C,,,,Jalandhar,2026-07-21 16:25:07,22.8,,
SEN029,2026-01-03 21:54:06 IST,15.1,c,0.35,in,48.0,Kurukshetra,2026-01-03 21:54:06,15.1,in,8.889999999999999
SEN029,2026-01-25 22:06:23 IST,36.5°C,,10.9,mm,,Kurukshetra,2026-01-25 22:06:23,36.5,mm,10.9
UNKNOWN,2026-08-06 21:55:18 UTC,77.9,F,1.47,inch,44.0,Unknown,2026-08-07 03:25:18,25.5,in,37.337999999999994
SEN018,2026-06-28 21:31:14 UTC,39.4,Celsius,30.3,millimeters,90.0,Sirsa,2026-06-29 03:01:14,39.4,mm,30.3
SEN021,2026-03-07 08:17:01 UTC,60.1,Fahrenheit,11.3,mm,84.0,Amritsar,2026-03-07 13:47:01,15.61,mm,11.3
SEN033,09/04/2026 12:22,76.3,f,-49.4,mm,83.0,Muzaffarnagar,2026-04-09 12:22:00,24.61,mm,
SEN020,2026-07-03 13:55:02 IST,19.6°C,,,,45.0,Ambala,2026-07-03 13:55:02,19.6,,
SEN044,2026-05-10 03:46:40 UTC,34.2°C,,1.78,inch,42.0,Hisar,2026-05-10 09:16:40,34.2,in,45.211999999999996
SEN040,,86.7,Fahrenheit,37.0,mm,67.0,Bareilly,,30.39,mm,37.0
SEN023,2026-05-09 22:35:00 UTC,99.7,Fahrenheit,42.7,mm,87.0,Bathinda,2026-05-10 04:05:00,37.61,mm,42.7
SEN008,18/02/2026 13:24,79.2,f,-10.7,mm,52.0,Hisar,2026-02-18 13:24:00,26.22,mm,
SEN016,2026-05-26 11:00:49 IST,70.7,f,30.3,MM,78.0,Patiala,2026-05-26 11:00:49,21.5,mm,30.3
SEN029,2026-08-19 19:54:44 IST,94.1,Fahrenheit,36.5,millimeters,42.0,Kurukshetra,2026-08-19 19:54:44,34.5,mm,36.5
SEN002,2026-02-11 20:04:25 UTC,30.4,c,1.93,inch,39.0,Ambala,2026-02-12 01:34:25,30.4,in,49.022
SEN024,2026-01-10 01:40:07 UTC,22.8,c,-22.7,mm,61.0,Fatehabad,2026-01-10 07:10:07,22.8,mm,
SEN005,2026-02-14 21:21:43 IST,19.5°C,,22.5,MM,67.0,Bathinda,2026-02-14 21:21:43,19.5,mm,22.5
SEN018,2026-06-24 01:58:27 IST,23.3,C,-48.6,mm,72.0,Sirsa,2026-06-24 01:58:27,23.3,mm,
UNKNOWN,2026-07-14 13:30:03 IST,16,°C,1.72,in,43.0,Unknown,2026-07-14 13:30:03,16.0,in,43.687999999999995
SEN049,01-27-2026 01:53 AM,61.7,°F,17.7,millimeters,55.0,Meerut,2026-01-27 01:53:00,16.5,mm,17.7
SEN048,2026-05-10 17:44:10 IST,38.3,c,,,55.0,Ludhiana,2026-05-10 17:44:10,38.3,,
SEN016,2026-03-12 17:19:47 UTC,61.3,Fahrenheit,,,47.0,Patiala,2026-03-12 22:49:47,16.28,,
SEN028,2026-03-20 18:57:23 UTC,95.9,f,6.1,millimeters,83.0,Karnal,2026-03-21 00:27:23,35.5,mm,6.1
SEN018,2026-08-05 06:08:35 IST,96.1,°F,1.03,inches,56.0,Sirsa,2026-08-05 06:08:35,35.61,in,26.162
SEN049,2026-08-27 11:51:48 IST,101.7,f,28.5,MM,51.0,Meerut,2026-08-27 11:51:48,38.72,mm,28.5
SEN029,2026-02-02 17:19:11 UTC,20.3,C,29.9,millimeters,70.0,Kurukshetra,2026-02-02 22:49:11,20.3,mm,29.9
SEN032,2026-07-25 18:31:16,31.2,°C,1.56,inches,40.0,Moga,2026-07-25 18:31:16,31.2,in,39.624
SEN009,2026-06-01 20:39:01 IST,60.6,Fahrenheit,0.88,inches,52.0,Jalandhar,2026-06-01 20:39:01,15.89,in,22.352
SEN034,2026-04-22 13:07:07 IST,32.4,Celsius,20.9,mm,44.0,Patiala,2026-04-22 13:07:07,32.4,mm,20.9
SEN049,2026-05-01 02:53:52 UTC,69.4,°F,0.55,inch,72.0,Meerut,2026-05-01 08:23:52,20.78,in,13.97
SEN005,2026-03-02 02:41:58 IST,82.8,°F,1.7,inch,81.0,Bathinda,2026-03-02 02:41:58,28.22,in,43.18
SEN002,2026-03-26 07:56:03 UTC,35.9,°C,,,51.0,Ambala,2026-03-26 13:26:03,35.9,,
SEN033,2026-01-19 22:13:26 UTC,18,Celsius,1.72,in,53.0,Muzaffarnagar,2026-01-20 03:43:26,18.0,in,43.687999999999995
SEN014,2026-09-09 00:34:54 IST,22.2°C,,,,38.0,Moga,2026-09-09 00:34:54,22.2,,
SEN035,2026-02-08 13:48:47 UTC,88.3,f,18.3,mm,88.0,Saharanpur,2026-02-08 19:18:47,31.28,mm,18.3
SEN029,2026-06-07 21:20:16 UTC,30.8,Celsius,27.8,MM,35.0,Kurukshetra,2026-06-08 02:50:16,30.8,mm,27.8
SEN012,,91.8,f,45.0,mm,31.0,Ludhiana,,33.22,mm,45.0
SEN037,2026-05-13 09:28:49 IST,35.9,°C,15.3,MM,,Agra,2026-05-13 09:28:49,35.9,mm,15.3
SEN005,2026-03-21 16:57:38 IST,101.1,f,-0.4,mm,,Bathinda,2026-03-21 16:57:38,38.39,mm,
SEN014,2026-08-06 01:58:14 UTC,71.4,f,27.2,mm,48.0,Moga,2026-08-06 07:28:14,21.89,mm,27.2
SEN029,2026-06-24 05:16:18 IST,87.6,f,11.1,mm,45.0,Kurukshetra,2026-06-24 05:16:18,30.89,mm,11.1
SEN007,2026-09-01 13:07:20 IST,20.1°C,,29.4,millimeters,41.0,Ferozepur,2026-09-01 13:07:20,20.1,mm,29.4
SEN048,2026-02-17 13:43:38 IST,90.1,f,47.4,mm,55.0,Ludhiana,2026-02-17 13:43:38,32.28,mm,47.4
SEN040,2026-07-23 11:12:17 UTC,31.9,Celsius,3.0,MM,60.0,Bareilly,2026-07-23 16:42:17,31.9,mm,3.0
SEN045,2026-08-19 15:00:51 UTC,24.0°C,,0.6,inch,86.0,Jalandhar,2026-08-19 20:30:51,24.0,in,15.239999999999998
SEN034,2026-03-05 18:56:01 IST,38.5,°C,16.4,MM,81.0,Patiala,2026-03-05 18:56:01,38.5,mm,16.4
SEN009,,20.1°C,,8.3,millimeters,83.0,Jalandhar,,20.1,mm,8.3
SEN004,,90.9,°F,1.92,inches,61.0,Bareilly,,32.72,in,48.767999999999994
SEN017,,100.8,F,2.7,millimeters,59.0,Saharanpur,,38.22,mm,2.7
SEN029,,34.8°C,,1.97,inches,54.0,Kurukshetra,,34.8,in,50.038
SEN016,2026-02-22 20:29:37 IST,27.5,Celsius,-44.3,mm,73.0,Patiala,2026-02-22 20:29:37,27.5,mm,
SEN018,2026-07-02 21:13:49 UTC,70.7,f,23.1,millimeters,40.0,Sirsa,2026-07-03 02:43:49,21.5,mm,23.1
SEN017,2026-09-09 11:55:25,38.7,c,6.5,MM,88.0,Saharanpur,2026-09-09 11:55:25,38.7,mm,6.5
SEN033,2026-01-11 08:04:53 IST,31.5,°C,16.2,mm,81.0,Muzaffarnagar,2026-01-11 08:04:53,31.5,mm,16.2
SEN027,2026-06-14 19:40:17 IST,32.6,Celsius,24.1,MM,66.0,Jalandhar,2026-06-14 19:40:17,32.6,mm,24.1
SEN010,2026-05-04 03:44:11 UTC,101.1,°F,33.0,millimeters,43.0,Karnal,2026-05-04 09:14:11,38.39,mm,33.0
SEN008,2026-01-30 01:40:50 IST,93.2,F,1.05,in,64.0,Hisar,2026-01-30 01:40:50,34.0,in,26.669999999999998
SEN002,,32.3°C,,14.1,mm,72.0,Ambala,,32.3,mm,14.1
SEN030,2026-05-05T06:15:30,30.3°C,,-11.2,mm,,Ludhiana,2026-05-05 06:15:30,30.3,mm,
SEN041,2026-04-26 18:14:45 IST,64,°F,40.5,mm,47.0,Bathinda,2026-04-26 18:14:45,17.78,mm,40.5
SEN027,2026-02-19 20:53:43 UTC,32,°C,35.3,MM,78.0,Jalandhar,2026-02-20 02:23:43,32.0,mm,35.3
